Species ID,Common Name,Scientific Name,Family,Category,Status,Elevation Min,Elevation Max,Sensitivity
flora-719,"Cinquefoil (Potentilla sp.)","Potentilla specio-719","Plant Family","Herb",LC,1906,2608,low
flora-720,"Wild Rose (Rosa sp.)","Rosa specio-720","Plant Family","Shrub",LC,1036,2030,low
flora-721,"Bramble/Raspberry (Rubus sp.)","Rubus specio-721","Plant Family","Shrub/Climber",LC,1000,1633,low
flora-722,"Primrose (Primula sp.)","Primula specio-722","Plant Family","Alpine Herb",LC,1624,2519,low
flora-723,"Rock Jasmine (Androsace sp.)","Androsace specio-723","Plant Family","Alpine Herb",VU,2905,4045,medium
flora-724,"Gentian (Gentiana sp.)","Gentiana specio-724","Plant Family","Alpine Herb",NT,1358,3233,low
flora-725,"Catmint (Nepeta sp.)","Nepeta specio-725","Plant Family","Herb",LC,1139,1670,low
flora-726,"Sage (Salvia sp.)","Salvia specio-726","Plant Family","Herb",LC,1069,2129,low
flora-727,"Milkvetch (Astragalus sp.)","Astragalus specio-727","Plant Family","Herb/Shrub",LC,1338,2497,low
flora-728,"Sedge (Carex sp.)","Carex specio-728","Plant Family","Sedge",LC,1000,3338,low
flora-729,"Bog Sedge (Kobresia sp.)","Kobresia specio-729","Plant Family","Sedge",LC,2423,4104,low
flora-730,"Willow (Salix sp.)","Salix specio-730","Plant Family","Tree/Shrub",LC,1000,2911,low
flora-731,"Corydalis (Corydalis sp.)","Corydalis specio-731","Plant Family","Herb",LC,1770,3892,low
flora-732,"Lousewort (Pedicularis sp.)","Pedicularis specio-732","Plant Family","Herb",EN,2142,3807,high
flora-733,"Campion (Silene sp.)","Silene specio-733","Plant Family","Herb",VU,1040,2215,medium
flora-734,"Willowherb (Epilobium sp.)","Epilobium specio-734","Plant Family","Herb",NT,1005,2874,low
flora-735,"Buttercup (Ranunculus sp.)","Ranunculus specio-735","Plant Family","Herb",LC,1000,1559,low
flora-736,"Monkshood (Aconitum sp.)","Aconitum specio-736","Plant Family","Herb",LC,2064,3336,low
flora-737,"Windflower (Anemone sp.)","Anemone specio-737","Plant Family","Herb",LC,1330,3090,low
flora-738,"Knotweed (Polygonum sp.)","Polygonum specio-738","Plant Family","Herb",VU,1000,1759,medium
flora-739,"Barberry (Berberis sp.)","Berberis specio-739","Plant Family","Shrub",LC,1342,2062,low
flora-740,"Rhododendron (Rhododendron sp.)","Rhododendron specio-740","Plant Family","Shrub/Tree",LC,2443,3619,low
flora-741,"Pine (Pinus sp.)","Pinus specio-741","Plant Family","Tree",LC,1000,2304,low
flora-742,"Fir (Abies sp.)","Abies specio-742","Plant Family","Tree",LC,1629,2384,low
flora-743,"Spruce (Picea sp.)","Picea specio-743","Plant Family","Tree",LC,1221,1973,low
flora-744,"Juniper (Juniperus sp.)","Juniperus specio-744","Plant Family","Tree/Shrub",LC,2200,3722,low
flora-745,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-745","Plant Family","Herb/Shrub",LC,1337,2712,low
flora-746,"Saw-wort (Saussurea sp.)","Saussurea specio-746","Plant Family","Alpine Herb",LC,1901,2797,low
flora-747,"Fescue Grass (Festuca sp.)","Festuca specio-747","Plant Family","Grass",LC,1089,2515,low
flora-748,"Bluegrass (Poa sp.)","Poa specio-748","Plant Family","Grass",LC,1336,2231,low
flora-749,"Feather Grass (Stipa sp.)","Stipa specio-749","Plant Family","Grass",LC,2081,4539,low
flora-750,"Cinquefoil (Potentilla sp.)","Potentilla specio-750","Plant Family","Herb",LC,1357,2912,low
flora-751,"Wild Rose (Rosa sp.)","Rosa specio-751","Plant Family","Shrub",NT,1266,2039,low
flora-752,"Bramble/Raspberry (Rubus sp.)","Rubus specio-752","Plant Family","Shrub/Climber",VU,1000,2714,medium
flora-753,"Primrose (Primula sp.)","Primula specio-753","Plant Family","Alpine Herb",LC,1298,3041,low
flora-754,"Rock Jasmine (Androsace sp.)","Androsace specio-754","Plant Family","Alpine Herb",NT,1474,3680,low
flora-755,"Gentian (Gentiana sp.)","Gentiana specio-755","Plant Family","Alpine Herb",LC,2467,3323,low
flora-756,"Catmint (Nepeta sp.)","Nepeta specio-756","Plant Family","Herb",LC,1301,2973,low
flora-757,"Sage (Salvia sp.)","Salvia specio-757","Plant Family","Herb",LC,1489,2064,low
flora-758,"Milkvetch (Astragalus sp.)","Astragalus specio-758","Plant Family","Herb/Shrub",NT,1489,3462,low
flora-759,"Sedge (Carex sp.)","Carex specio-759","Plant Family","Sedge",CR,1000,2900,critical
flora-760,"Bog Sedge (Kobresia sp.)","Kobresia specio-760","Plant Family","Sedge",LC,1753,2318,low
flora-761,"Willow (Salix sp.)","Salix specio-761","Plant Family","Tree/Shrub",LC,1000,2671,low
flora-762,"Corydalis (Corydalis sp.)","Corydalis specio-762","Plant Family","Herb",LC,1649,2401,low
flora-763,"Lousewort (Pedicularis sp.)","Pedicularis specio-763","Plant Family","Herb",LC,2081,3315,low
flora-764,"Campion (Silene sp.)","Silene specio-764","Plant Family","Herb",LC,1343,2595,low
flora-765,"Willowherb (Epilobium sp.)","Epilobium specio-765","Plant Family","Herb",LC,1255,2356,low
flora-766,"Buttercup (Ranunculus sp.)","Ranunculus specio-766","Plant Family","Herb",LC,1000,1651,low
flora-767,"Monkshood (Aconitum sp.)","Aconitum specio-767","Plant Family","Herb",LC,1579,2223,low
flora-768,"Windflower (Anemone sp.)","Anemone specio-768","Plant Family","Herb",LC,1116,2484,low
flora-769,"Knotweed (Polygonum sp.)","Polygonum specio-769","Plant Family","Herb",CR,1000,1515,critical
flora-770,"Barberry (Berberis sp.)","Berberis specio-770","Plant Family","Shrub",VU,1282,3466,medium
flora-771,"Rhododendron (Rhododendron sp.)","Rhododendron specio-771","Plant Family","Shrub/Tree",LC,1491,3522,low
flora-772,"Pine (Pinus sp.)","Pinus specio-772","Plant Family","Tree",LC,1000,1752,low
flora-773,"Fir (Abies sp.)","Abies specio-773","Plant Family","Tree",LC,1438,3570,low
flora-774,"Spruce (Picea sp.)","Picea specio-774","Plant Family","Tree",LC,1025,2581,low
flora-775,"Juniper (Juniperus sp.)","Juniperus specio-775","Plant Family","Tree/Shrub",NT,1488,2842,low
flora-776,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-776","Plant Family","Herb/Shrub",LC,1290,2162,low
flora-777,"Saw-wort (Saussurea sp.)","Saussurea specio-777","Plant Family","Alpine Herb",LC,3009,4478,low
flora-778,"Fescue Grass (Festuca sp.)","Festuca specio-778","Plant Family","Grass",LC,1463,2778,low
flora-779,"Bluegrass (Poa sp.)","Poa specio-779","Plant Family","Grass",LC,1396,2512,low
flora-780,"Feather Grass (Stipa sp.)","Stipa specio-780","Plant Family","Grass",LC,1045,3023,low
flora-781,"Cinquefoil (Potentilla sp.)","Potentilla specio-781","Plant Family","Herb",LC,1205,3197,low
flora-782,"Wild Rose (Rosa sp.)","Rosa specio-782","Plant Family","Shrub",EN,1373,3594,high
flora-783,"Bramble/Raspberry (Rubus sp.)","Rubus specio-783","Plant Family","Shrub/Climber",LC,1000,3425,low
flora-784,"Primrose (Primula sp.)","Primula specio-784","Plant Family","Alpine Herb",LC,1516,3482,low
flora-785,"Rock Jasmine (Androsace sp.)","Androsace specio-785","Plant Family","Alpine Herb",LC,1448,3028,low
flora-786,"Gentian (Gentiana sp.)","Gentiana specio-786","Plant Family","Alpine Herb",NT,1157,2561,low
flora-787,"Catmint (Nepeta sp.)","Nepeta specio-787","Plant Family","Herb",NT,1436,2359,low
flora-788,"Sage (Salvia sp.)","Salvia specio-788","Plant Family","Herb",LC,1069,2703,low
flora-789,"Milkvetch (Astragalus sp.)","Astragalus specio-789","Plant Family","Herb/Shrub",LC,1323,3473,low
flora-790,"Sedge (Carex sp.)","Carex specio-790","Plant Family","Sedge",LC,1000,2004,low
flora-791,"Bog Sedge (Kobresia sp.)","Kobresia specio-791","Plant Family","Sedge",EN,2251,4532,high
flora-792,"Willow (Salix sp.)","Salix specio-792","Plant Family","Tree/Shrub",LC,1000,2915,low
flora-793,"Corydalis (Corydalis sp.)","Corydalis specio-793","Plant Family","Herb",LC,1872,3080,low
flora-794,"Lousewort (Pedicularis sp.)","Pedicularis specio-794","Plant Family","Herb",LC,1363,3780,low
flora-795,"Campion (Silene sp.)","Silene specio-795","Plant Family","Herb",EN,1483,3398,high
flora-796,"Willowherb (Epilobium sp.)","Epilobium specio-796","Plant Family","Herb",VU,1009,2049,medium
flora-797,"Buttercup (Ranunculus sp.)","Ranunculus specio-797","Plant Family","Herb",LC,1000,2283,low
flora-798,"Monkshood (Aconitum sp.)","Aconitum specio-798","Plant Family","Herb",LC,1762,3164,low
flora-799,"Windflower (Anemone sp.)","Anemone specio-799","Plant Family","Herb",LC,1872,3247,low
flora-800,"Knotweed (Polygonum sp.)","Polygonum specio-800","Plant Family","Herb",LC,1000,2983,low
flora-801,"Barberry (Berberis sp.)","Berberis specio-801","Plant Family","Shrub",NT,1056,2009,low
flora-802,"Rhododendron (Rhododendron sp.)","Rhododendron specio-802","Plant Family","Shrub/Tree",LC,2425,4588,low
flora-803,"Pine (Pinus sp.)","Pinus specio-803","Plant Family","Tree",CR,1000,2371,critical
flora-804,"Fir (Abies sp.)","Abies specio-804","Plant Family","Tree",LC,1344,2650,low
flora-805,"Spruce (Picea sp.)","Picea specio-805","Plant Family","Tree",LC,1704,2749,low
flora-806,"Juniper (Juniperus sp.)","Juniperus specio-806","Plant Family","Tree/Shrub",LC,1870,3368,low
flora-807,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-807","Plant Family","Herb/Shrub",NT,1109,1778,low
flora-808,"Saw-wort (Saussurea sp.)","Saussurea specio-808","Plant Family","Alpine Herb",LC,2255,3095,low
flora-809,"Fescue Grass (Festuca sp.)","Festuca specio-809","Plant Family","Grass",LC,1474,2513,low
flora-810,"Bluegrass (Poa sp.)","Poa specio-810","Plant Family","Grass",LC,1114,2168,low
flora-811,"Feather Grass (Stipa sp.)","Stipa specio-811","Plant Family","Grass",LC,1237,1796,low
flora-812,"Cinquefoil (Potentilla sp.)","Potentilla specio-812","Plant Family","Herb",LC,1260,1834,low
flora-813,"Wild Rose (Rosa sp.)","Rosa specio-813","Plant Family","Shrub",LC,1498,3277,low
flora-814,"Bramble/Raspberry (Rubus sp.)","Rubus specio-814","Plant Family","Shrub/Climber",LC,1000,2878,low
flora-815,"Primrose (Primula sp.)","Primula specio-815","Plant Family","Alpine Herb",LC,1500,2424,low
flora-816,"Rock Jasmine (Androsace sp.)","Androsace specio-816","Plant Family","Alpine Herb",LC,2177,2884,low
flora-817,"Gentian (Gentiana sp.)","Gentiana specio-817","Plant Family","Alpine Herb",LC,2462,3808,low
flora-818,"Catmint (Nepeta sp.)","Nepeta specio-818","Plant Family","Herb",NT,1136,2684,low
flora-819,"Sage (Salvia sp.)","Salvia specio-819","Plant Family","Herb",LC,1146,2513,low
flora-820,"Milkvetch (Astragalus sp.)","Astragalus specio-820","Plant Family","Herb/Shrub",LC,1404,3830,low
flora-821,"Sedge (Carex sp.)","Carex specio-821","Plant Family","Sedge",CR,1000,2552,critical
flora-822,"Bog Sedge (Kobresia sp.)","Kobresia specio-822","Plant Family","Sedge",LC,2249,3992,low
flora-823,"Willow (Salix sp.)","Salix specio-823","Plant Family","Tree/Shrub",VU,1000,1595,medium
flora-824,"Corydalis (Corydalis sp.)","Corydalis specio-824","Plant Family","Herb",LC,1664,2440,low
flora-825,"Lousewort (Pedicularis sp.)","Pedicularis specio-825","Plant Family","Herb",LC,1249,2146,low
flora-826,"Campion (Silene sp.)","Silene specio-826","Plant Family","Herb",LC,1173,3492,low
flora-827,"Willowherb (Epilobium sp.)","Epilobium specio-827","Plant Family","Herb",LC,1438,2418,low
flora-828,"Buttercup (Ranunculus sp.)","Ranunculus specio-828","Plant Family","Herb",LC,1000,2524,low
flora-829,"Monkshood (Aconitum sp.)","Aconitum specio-829","Plant Family","Herb",NT,1286,1982,low
flora-830,"Windflower (Anemone sp.)","Anemone specio-830","Plant Family","Herb",LC,1778,4176,low
flora-831,"Knotweed (Polygonum sp.)","Polygonum specio-831","Plant Family","Herb",LC,1000,1560,low
flora-832,"Barberry (Berberis sp.)","Berberis specio-832","Plant Family","Shrub",LC,1448,1960,low
flora-833,"Rhododendron (Rhododendron sp.)","Rhododendron specio-833","Plant Family","Shrub/Tree",EN,1090,1882,high
flora-834,"Pine (Pinus sp.)","Pinus specio-834","Plant Family","Tree",LC,1000,1912,low
flora-835,"Fir (Abies sp.)","Abies specio-835","Plant Family","Tree",LC,1075,2211,low
flora-836,"Spruce (Picea sp.)","Picea specio-836","Plant Family","Tree",LC,1407,2687,low
flora-837,"Juniper (Juniperus sp.)","Juniperus specio-837","Plant Family","Tree/Shrub",LC,1071,3122,low
flora-838,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-838","Plant Family","Herb/Shrub",LC,1264,2671,low
flora-839,"Saw-wort (Saussurea sp.)","Saussurea specio-839","Plant Family","Alpine Herb",LC,3498,4252,low
flora-840,"Fescue Grass (Festuca sp.)","Festuca specio-840","Plant Family","Grass",LC,1477,3970,low
flora-841,"Bluegrass (Poa sp.)","Poa specio-841","Plant Family","Grass",LC,1254,1793,low
flora-842,"Feather Grass (Stipa sp.)","Stipa specio-842","Plant Family","Grass",LC,2472,4718,low
flora-843,"Cinquefoil (Potentilla sp.)","Potentilla specio-843","Plant Family","Herb",LC,1306,3100,low
flora-844,"Wild Rose (Rosa sp.)","Rosa specio-844","Plant Family","Shrub",LC,1169,3468,low
flora-845,"Bramble/Raspberry (Rubus sp.)","Rubus specio-845","Plant Family","Shrub/Climber",VU,1000,2732,medium
flora-846,"Primrose (Primula sp.)","Primula specio-846","Plant Family","Alpine Herb",LC,2238,2812,low
flora-847,"Rock Jasmine (Androsace sp.)","Androsace specio-847","Plant Family","Alpine Herb",LC,1468,3045,low
flora-848,"Gentian (Gentiana sp.)","Gentiana specio-848","Plant Family","Alpine Herb",LC,2359,3862,low
flora-849,"Catmint (Nepeta sp.)","Nepeta specio-849","Plant Family","Herb",LC,1455,2199,low
flora-850,"Sage (Salvia sp.)","Salvia specio-850","Plant Family","Herb",VU,1231,2191,medium
flora-851,"Milkvetch (Astragalus sp.)","Astragalus specio-851","Plant Family","Herb/Shrub",LC,1070,2209,low
flora-852,"Sedge (Carex sp.)","Carex specio-852","Plant Family","Sedge",LC,1000,2389,low
flora-853,"Bog Sedge (Kobresia sp.)","Kobresia specio-853","Plant Family","Sedge",LC,2548,3371,low
flora-854,"Willow (Salix sp.)","Salix specio-854","Plant Family","Tree/Shrub",LC,1000,2733,low
flora-855,"Corydalis (Corydalis sp.)","Corydalis specio-855","Plant Family","Herb",LC,1985,4457,low
flora-856,"Lousewort (Pedicularis sp.)","Pedicularis specio-856","Plant Family","Herb",LC,2371,4829,low
flora-857,"Campion (Silene sp.)","Silene specio-857","Plant Family","Herb",LC,1007,2822,low
flora-858,"Willowherb (Epilobium sp.)","Epilobium specio-858","Plant Family","Herb",LC,1084,2322,low
flora-859,"Buttercup (Ranunculus sp.)","Ranunculus specio-859","Plant Family","Herb",LC,1000,1881,low
flora-860,"Monkshood (Aconitum sp.)","Aconitum specio-860","Plant Family","Herb",LC,2220,4389,low
flora-861,"Windflower (Anemone sp.)","Anemone specio-861","Plant Family","Herb",LC,1045,1799,low
flora-862,"Knotweed (Polygonum sp.)","Polygonum specio-862","Plant Family","Herb",LC,1000,3335,low
flora-863,"Barberry (Berberis sp.)","Berberis specio-863","Plant Family","Shrub",LC,1286,2173,low
flora-864,"Rhododendron (Rhododendron sp.)","Rhododendron specio-864","Plant Family","Shrub/Tree",LC,1859,2380,low
flora-865,"Pine (Pinus sp.)","Pinus specio-865","Plant Family","Tree",LC,1000,1728,low
flora-866,"Fir (Abies sp.)","Abies specio-866","Plant Family","Tree",LC,1332,1920,low
flora-867,"Spruce (Picea sp.)","Picea specio-867","Plant Family","Tree",LC,1376,2489,low
flora-868,"Juniper (Juniperus sp.)","Juniperus specio-868","Plant Family","Tree/Shrub",LC,2051,3031,low
flora-869,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-869","Plant Family","Herb/Shrub",LC,1369,3173,low
flora-870,"Saw-wort (Saussurea sp.)","Saussurea specio-870","Plant Family","Alpine Herb",NT,2590,4482,low
flora-871,"Fescue Grass (Festuca sp.)","Festuca specio-871","Plant Family","Grass",LC,1227,2586,low
flora-872,"Bluegrass (Poa sp.)","Poa specio-872","Plant Family","Grass",LC,1225,2354,low
flora-873,"Feather Grass (Stipa sp.)","Stipa specio-873","Plant Family","Grass",LC,1023,2148,low
flora-874,"Cinquefoil (Potentilla sp.)","Potentilla specio-874","Plant Family","Herb",VU,1547,3651,medium
flora-875,"Wild Rose (Rosa sp.)","Rosa specio-875","Plant Family","Shrub",LC,1078,3126,low
flora-876,"Bramble/Raspberry (Rubus sp.)","Rubus specio-876","Plant Family","Shrub/Climber",NT,1000,1684,low
flora-877,"Primrose (Primula sp.)","Primula specio-877","Plant Family","Alpine Herb",LC,1937,3261,low
flora-878,"Rock Jasmine (Androsace sp.)","Androsace specio-878","Plant Family","Alpine Herb",LC,1079,1999,low
flora-879,"Gentian (Gentiana sp.)","Gentiana specio-879","Plant Family","Alpine Herb",LC,2197,4107,low
flora-880,"Catmint (Nepeta sp.)","Nepeta specio-880","Plant Family","Herb",LC,1140,2615,low
flora-881,"Sage (Salvia sp.)","Salvia specio-881","Plant Family","Herb",LC,1360,2004,low
flora-882,"Milkvetch (Astragalus sp.)","Astragalus specio-882","Plant Family","Herb/Shrub",LC,1281,3621,low
flora-883,"Sedge (Carex sp.)","Carex specio-883","Plant Family","Sedge",LC,1000,1612,low
flora-884,"Bog Sedge (Kobresia sp.)","Kobresia specio-884","Plant Family","Sedge",LC,1355,3330,low
flora-885,"Willow (Salix sp.)","Salix specio-885","Plant Family","Tree/Shrub",LC,1000,2189,low
flora-886,"Corydalis (Corydalis sp.)","Corydalis specio-886","Plant Family","Herb",LC,1586,3405,low
flora-887,"Lousewort (Pedicularis sp.)","Pedicularis specio-887","Plant Family","Herb",LC,1545,3354,low
flora-888,"Campion (Silene sp.)","Silene specio-888","Plant Family","Herb",LC,1288,2562,low
flora-889,"Willowherb (Epilobium sp.)","Epilobium specio-889","Plant Family","Herb",VU,1061,2348,medium
flora-890,"Buttercup (Ranunculus sp.)","Ranunculus specio-890","Plant Family","Herb",LC,1000,2086,low
flora-891,"Monkshood (Aconitum sp.)","Aconitum specio-891","Plant Family","Herb",LC,1583,3378,low
flora-892,"Windflower (Anemone sp.)","Anemone specio-892","Plant Family","Herb",LC,1006,2175,low
flora-893,"Knotweed (Polygonum sp.)","Polygonum specio-893","Plant Family","Herb",LC,1000,2178,low
flora-894,"Barberry (Berberis sp.)","Berberis specio-894","Plant Family","Shrub",LC,1307,2410,low
flora-895,"Rhododendron (Rhododendron sp.)","Rhododendron specio-895","Plant Family","Shrub/Tree",NT,1427,2669,low
flora-896,"Pine (Pinus sp.)","Pinus specio-896","Plant Family","Tree",LC,1000,1753,low
flora-897,"Fir (Abies sp.)","Abies specio-897","Plant Family","Tree",LC,1641,2556,low
flora-898,"Spruce (Picea sp.)","Picea specio-898","Plant Family","Tree",LC,1511,3820,low
flora-899,"Juniper (Juniperus sp.)","Juniperus specio-899","Plant Family","Tree/Shrub",LC,2125,3925,low
flora-900,"Wormwood/Sagebrush (Artemisia sp.)","Artemisia specio-900","Plant Family","Herb/Shrub",VU,1332,3426,medium
flora-901,"Saw-wort (Saussurea sp.)","Saussurea specio-901","Plant Family","Alpine Herb",NT,1916,4130,low
flora-902,"Fescue Grass (Festuca sp.)","Festuca specio-902","Plant Family","Grass",LC,1221,3322,low
flora-903,"Bluegrass (Poa sp.)","Poa specio-903","Plant Family","Grass",NT,1031,1959,low
flora-904,"Feather Grass (Stipa sp.)","Stipa specio-904","Plant Family","Grass",LC,2398,3525,low
flora-905,"Cinquefoil (Potentilla sp.)","Potentilla specio-905","Plant Family","Herb",NT,1379,3455,low
flora-906,"Wild Rose (Rosa sp.)","Rosa specio-906","Plant Family","Shrub",LC,1303,2324,low
flora-907,"Bramble/Raspberry (Rubus sp.)","Rubus specio-907","Plant Family","Shrub/Climber",LC,1000,2134,low
flora-908,"Primrose (Primula sp.)","Primula specio-908","Plant Family","Alpine Herb",LC,2183,3307,low
flora-909,"Rock Jasmine (Androsace sp.)","Androsace specio-909","Plant Family","Alpine Herb",LC,2461,3449,low
flora-910,"Gentian (Gentiana sp.)","Gentiana specio-910","Plant Family","Alpine Herb",LC,2412,3125,low
flora-911,"Catmint (Nepeta sp.)","Nepeta specio-911","Plant Family","Herb",NT,1133,3247,low
flora-912,"Sage (Salvia sp.)","Salvia specio-912","Plant Family","Herb",NT,1285,2872,low
